lab_name,is_3d_printed,specimen_prep,specimen_length_mm,specimen_width_mm,specimen_height_mm,test_orientation,test_orientation_code,test_method_code,test_age_days,flexural_strength_mpa,n_specimens,density_hardened_kg_m3,measurement_confidence,doi,source_citation,provenance_notes,original_basis
RILEM TC 304-ADC participating lab 19,False,cast,161.03,40.43,40.27,cast,CAST,,29.0,22.028891092162894,1,2213.9746895500857,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22212 (EXP_FLEX_19_a_spec_107); mix prefix 19_a; full orientation CAST; 3-point bending; condition DEFAULT; source object cast FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,False,cast,161.71,40.52,40.31,cast,CAST,,29.0,19.44662876226888,1,2184.4476804003184,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22213 (EXP_FLEX_19_a_spec_108); mix prefix 19_a; full orientation CAST; 3-point bending; condition DEFAULT; source object cast FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.71,40.65,40.71,,,,29.0,8.980520759309496,1,2217.051691097139,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22172 (EXP_FLEX_19_a_spec_43); mix prefix 19_a; full orientation U.W; 3-point bending; condition DEFAULT; source object FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.52,39.99,39.97,,,,29.0,10.90831995991387,1,2037.3499322679372,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22173 (EXP_FLEX_19_a_spec_44); mix prefix 19_a; full orientation U.W; 3-point bending; condition DEFAULT; source object FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,160.94,40.76,40.81,,,,29.0,8.912817209646168,1,2124.275422719683,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22174 (EXP_FLEX_19_a_spec_45); mix prefix 19_a; full orientation U.W; 3-point bending; condition DEFAULT; source object FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,160.81,39.97,40.71,,,,29.0,8.559466684130008,1,2102.484557886015,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22175 (EXP_FLEX_19_a_spec_46); mix prefix 19_a; full orientation U.W; 3-point bending; condition DEFAULT; source object FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,160.66,38.72,40.43,,,,29.0,9.047846422963937,1,2055.4650093071577,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22176 (EXP_FLEX_19_a_spec_47); mix prefix 19_a; full orientation U.W; 3-point bending; condition DEFAULT; source object FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.02,39.24,41.24,,,,29.0,10.756665846069298,1,2046.9211199282222,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22177 (EXP_FLEX_19_a_spec_48); mix prefix 19_a; full orientation U.W; 3-point bending; condition DEFAULT; source object FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.72,41.94,41.22,,,,29.0,4.003661673692869,1,2001.1362420893277,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22178 (EXP_FLEX_19_a_spec_49); mix prefix 19_a; full orientation U.W; 3-point bending; condition DEV2; source object FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.19,41.84,42.76,,,,29.0,5.266096392290168,1,1995.1345895562456,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22179 (EXP_FLEX_19_a_spec_50); mix prefix 19_a; full orientation U.W; 3-point bending; condition DEV2; source object FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.35,42.09,42.96,,,,29.0,4.1091746023999045,1,2065.563637737296,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22180 (EXP_FLEX_19_a_spec_51); mix prefix 19_a; full orientation U.W; 3-point bending; condition DEV2; source object FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,160.77,41.14,42.17,,,,29.0,5.720368058252377,1,2044.2738794638838,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22181 (EXP_FLEX_19_a_spec_52); mix prefix 19_a; full orientation U.W; 3-point bending; condition DEV2; source object FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,159.82,39.32,40.02,,,,29.0,9.706834482450839,1,2103.458520253791,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22182 (EXP_FLEX_19_a_spec_53); mix prefix 19_a; full orientation U.W; 3-point bending; condition DEV2; source object FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,160.25,41.32,41.43,,,,29.0,12.721808123190918,1,2057.704315598812,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22184 (EXP_FLEX_19_a_spec_55); mix prefix 19_a; full orientation V.U; 3-point bending; condition DEFAULT; source object FLEX2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,160.44,40.21,42.29,,,,29.0,17.26743393222317,1,2154.493410682464,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22185 (EXP_FLEX_19_a_spec_56); mix prefix 19_a; full orientation V.U; 3-point bending; condition DEFAULT; source object FLEX2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,160.59,40.17,40.63,,,,29.0,12.925171750567456,1,2026.4778310768675,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22186 (EXP_FLEX_19_a_spec_57); mix prefix 19_a; full orientation V.U; 3-point bending; condition DEFAULT; source object FLEX2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.05,41.28,38.29,,,,29.0,16.50650268647029,1,1990.1206282493756,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22187 (EXP_FLEX_19_a_spec_58); mix prefix 19_a; full orientation V.U; 3-point bending; condition DEFAULT; source object FLEX2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.27,39.02,38.19,,,,29.0,10.494228704157171,1,2099.031749307961,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22188 (EXP_FLEX_19_a_spec_59); mix prefix 19_a; full orientation V.U; 3-point bending; condition DEFAULT; source object FLEX2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,160.89,42.43,42.81,,,,29.0,9.497457508042139,1,2047.835530084555,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22189 (EXP_FLEX_19_a_spec_60); mix prefix 19_a; full orientation V.U; 3-point bending; condition DEFAULT; source object FLEX2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.69,41.35,42.2,,,,29.0,16.01433308634945,1,1989.4791436174673,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22190 (EXP_FLEX_19_a_spec_61); mix prefix 19_a; full orientation V.U; 3-point bending; condition DEV2; source object FLEX2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.35,41.38,39.98,,,,29.0,17.715064429767093,1,2041.7484053061396,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22191 (EXP_FLEX_19_a_spec_62); mix prefix 19_a; full orientation V.U; 3-point bending; condition DEV2; source object FLEX2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.55,41.95,39.81,,,,29.0,16.416001773838858,1,2074.847934012493,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22192 (EXP_FLEX_19_a_spec_63); mix prefix 19_a; full orientation V.U; 3-point bending; condition DEV2; source object FLEX2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.42,41.16,38.95,,,,29.0,14.020982907598096,1,2078.631578022124,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22193 (EXP_FLEX_19_a_spec_64); mix prefix 19_a; full orientation V.U; 3-point bending; condition DEV2; source object FLEX2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,160.12,40.62,40.91,,,,29.0,14.523167418769805,1,2142.6127197624523,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22194 (EXP_FLEX_19_a_spec_65); mix prefix 19_a; full orientation V.U; 3-point bending; condition DEV2; source object FLEX2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,160.22,40.41,41.33,,,,29.0,15.708038111821416,1,2202.580448896381,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22195 (EXP_FLEX_19_a_spec_66); mix prefix 19_a; full orientation V.U; 3-point bending; condition DEV2; source object FLEX2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.04,41.98,41.77,,,,29.0,15.221603378839413,1,2023.1288940764605,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22196 (EXP_FLEX_19_a_spec_67); mix prefix 19_a; full orientation W.U; 3-point bending; condition DEFAULT; source object FLEX3. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.04,41.11,38.04,,,,29.0,15.077662833947542,1,2181.2807687479353,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22197 (EXP_FLEX_19_a_spec_68); mix prefix 19_a; full orientation W.U; 3-point bending; condition DEFAULT; source object FLEX3. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.18,41.6,42.17,,,,29.0,15.401657072150876,1,1877.889700830737,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22198 (EXP_FLEX_19_a_spec_69); mix prefix 19_a; full orientation W.U; 3-point bending; condition DEFAULT; source object FLEX3. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.13,41.57,41.81,,,,29.0,16.000209507181083,1,2046.879667411629,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22199 (EXP_FLEX_19_a_spec_70); mix prefix 19_a; full orientation W.U; 3-point bending; condition DEFAULT; source object FLEX3. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.19,42.42,41.73,,,,29.0,13.462860752044207,1,2037.6301261172102,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22200 (EXP_FLEX_19_a_spec_71); mix prefix 19_a; full orientation W.U; 3-point bending; condition DEFAULT; source object FLEX3. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.53,42.16,40.18,,,,29.0,10.274109240318566,1,2184.080606191384,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22201 (EXP_FLEX_19_a_spec_72); mix prefix 19_a; full orientation W.U; 3-point bending; condition DEFAULT; source object FLEX3. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,159.75,41.86,38.58,,,,29.0,14.270315754321935,1,2050.198379979079,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22202 (EXP_FLEX_19_a_spec_73); mix prefix 19_a; full orientation W.U; 3-point bending; condition DEV2; source object FLEX3. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.52,41.02,41.16,,,,29.0,12.449486806773393,1,2014.0982147331235,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22203 (EXP_FLEX_19_a_spec_74); mix prefix 19_a; full orientation W.U; 3-point bending; condition DEV2; source object FLEX3. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.08,42.23,40.12,,,,29.0,17.82151576867241,1,2034.643871765635,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22204 (EXP_FLEX_19_a_spec_75); mix prefix 19_a; full orientation W.U; 3-point bending; condition DEV2; source object FLEX3. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,160.14,40.69,41.25,,,,29.0,15.820660547700918,1,2032.3377481710588,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22205 (EXP_FLEX_19_a_spec_76); mix prefix 19_a; full orientation W.U; 3-point bending; condition DEV2; source object FLEX3. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.56,40.53,41.14,,,,29.0,4.288822576932332,1,2221.089418633022,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22214 (EXP_FLEX_19_a_spec_79); mix prefix 19_a; full orientation U.W; 4-point bending; condition DEFAULT; source object FLEX4. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.25,40.58,41.09,,,,29.0,4.69886872948716,1,2239.6038632930467,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22215 (EXP_FLEX_19_a_spec_80); mix prefix 19_a; full orientation U.W; 4-point bending; condition DEFAULT; source object FLEX4. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.58,40.65,40.48,,,,29.0,4.410433317178242,1,2239.491139086379,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22216 (EXP_FLEX_19_a_spec_81); mix prefix 19_a; full orientation U.W; 4-point bending; condition DEFAULT; source object FLEX4. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,161.08,40.43,42.6,,,,29.0,5.3623115091422235,1,2117.2112527475956,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22217 (EXP_FLEX_19_a_spec_82); mix prefix 19_a; full orientation U.W; 4-point bending; condition DEFAULT; source object FLEX4. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,160.65,41.14,41.73,,,,29.0,4.707846797166848,1,2145.3994617051635,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22218 (EXP_FLEX_19_a_spec_83); mix prefix 19_a; full orientation U.W; 4-point bending; condition DEFAULT; source object FLEX4. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,True,3d_printed,160.63,41.4,40.33,,,,29.0,4.872478985379429,1,2210.3461862660915,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22219 (EXP_FLEX_19_a_spec_84); mix prefix 19_a; full orientation U.W; 4-point bending; condition DEFAULT; source object FLEX4. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,False,cast,160.95,40.61,40.47,cast,CAST,,29.0,8.443691174263977,1,2157.461665285217,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22220 (EXP_FLEX_19_a_spec_91); mix prefix 19_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast FLEX4. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,False,cast,160.44,40.76,40.34,cast,CAST,,29.0,9.703464175052472,1,2170.695762879856,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22221 (EXP_FLEX_19_a_spec_92); mix prefix 19_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast FLEX4. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,False,cast,160.77,40.86,40.27,cast,CAST,,29.0,8.635251657501655,1,2151.275100632897,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22222 (EXP_FLEX_19_a_spec_93); mix prefix 19_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast FLEX4. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,False,cast,160.64,40.71,40.26,cast,CAST,,29.0,7.782070976043353,1,2117.3513618739303,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22223 (EXP_FLEX_19_a_spec_94); mix prefix 19_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast FLEX4. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,False,cast,160.66,40.15,40.03,cast,CAST,,29.0,9.523393239409026,1,2157.710785870998,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22224 (EXP_FLEX_19_a_spec_95); mix prefix 19_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast FLEX4. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,False,cast,160.99,40.45,40.26,cast,CAST,,29.0,9.762001681895573,1,2148.1457174642096,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22225 (EXP_FLEX_19_a_spec_96); mix prefix 19_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast FLEX4. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
